id_document,_id,docs
299,638516364576096256,Looks nice tomorrow and not bad Wednesday but prepare for rain and cooler temperatures later in the week. #yyc
300,638516339708194816,Looking For A Deal? 7 Labor Day Shopping Tips And Hacks
301,638516454464184320,Aw thank you xo
302,638516345206759424,.@Chuck_Nazty is SAFE! WHAT A SLIDE!(GIF coming...)
303,638516431038976004,NEXT at 6: Frightening moments caught on camera of driver attacked by bicyclists. @KRON4MKelly shows video that has prompted strong reaction
304,638516945126559744,@JDGlasser Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
305,638516532683800576,Cleared: Disabled Vehicle: SB on I-81 at MM124 in Montgomery Co.8:59PM
306,638516954253402112,"Dropping songs, not bombs: @ISIS_Karaoke Twitter account gains popularity"
307,638517114832195584,FDA Forces Kim to Korrect Her Instagram Ad for Drug She Endorsed  #kardashianjenner #legallawsuit
308,638516961660542976,@Affaddil Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
309,638516949538983936,Mecklenburg County Mugshots August 30th  #cltnews #cltcrime #ncnews #news #crime #mugs #mugshots
310,638517098520649729,They'll be looking for great white sharks on tomorrow night's episode of #BigBlueLive at 7 p.m. on IPTV. See you then!
311,638517130103795717,Jared Fogle sues ex-foundation leader over unpaid loan
312,638517118858719232,Outtakes From Fetty Wap's CR Men's Book Photoshoot  #fashion #blackcelebrities
313,638516966811041793,They left dream jobs in New York to build a Starbucks disruptor
314,638517055092686849,#China August #PMI 49.7 (expectation 49.7) vs 50.0 reading in July #AUD $0.7111 #ausbiz #markets #forex
315,638517106762321920,RT @Jenniferloca: @MelRivers @e_FashionPolice Grear job! Mama would be proud. ❤️❤️
316,638517093797888002,"The science is stark, it is sharpening, and it proves that this once-distant threat is now very much in the present. —@POTUS #ActOnClimate"
317,638517125833957376,There are dozen candidates and incumbents participating in tonight's event. #Jeffco #edcolo
318,638516926935920644,@E1narsson Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
319,638517137921847296,"Walker defends record, declares he's tested &gt;&gt;  in @Politico"
320,638517329089949696,RT @ChaseThomason: Warm and windy this week. Forecast at 7PM on #KMYU. Here is today's #almanac: #utwx #slc #utah
321,638517383875817472,**Vintage Feminista Jones** | : Confidence is Everything
322,638517313927553025,Showers and thunderstorms continue to diminish this evening.
323,638517142149799936,"As an obsessive Phish fan, I can relate to Chris Christie on this"
324,638517136734842880,Flood - Advisory (Hawaiian Islands): FLOOD (ADVISORY)
325,638517156918001665,Sanaa Lathan On The Marginalization Of Black Actors: 'Hollywood Has A Ways To Go'
326,638517400871153664,RT @BmoreBloc: Today would have been Anthony Anderson's 49th birthday... had his life not been robbed by @BaltimorePolice on 9/21/12
327,638517528176775168,Trending: Who is VMAs star Tori Kelly?
328,638517507939282944,Dripping w sweat? Prepare for an EXTENDED run of HOT &amp; HUMID weather says Guy in our PM mtg 󾌿Blame #Ignacio for...
329,638517428411105280,"RT @AP: BREAKING: Supreme Court rejects Kentucky gay marriage case, clerk must issue licenses despite religion"
330,638517722339504128,"Climate change is no longer some far off problem, it is happening here, it is happening now, @POTUS says. #GLACIER"
331,638517426997473281,"China August official PMI falls to 49.7, in line with expectations"
332,638517698192805889,"#PotusAK is now on stage. Talking about communities impacted by climate change. ""It's not some far-off problem."" #PotusAK #GLACIER"
333,638517483742359552,RT @Ms_Workes: Bud cuzz from the @lostvoices14  talking about Mike Brown. #Listen2Ferguson
334,638517469477384192,RT @LEOHeroesAlert: BREAKING: Police officer shot in DeKalb County Georgia
335,638517702349463557,RT @realDonaldTrump: President Obama wants to change the name of Mt. McKinley to Denali after more than 100 years. Great insult to Ohio. I …
336,638517901759266816,RT @good: Inside the fight to unionize Lebanon’s domestic workers.
337,638517866288029696,One #Adelaide council wants to double the number of #heritage-listed homes in its area
338,638517832012165120,Someone just saw our Fall Forecast ...
339,638517905664147456,"Climate change is a trend that affects all trends -- economic and security trends, in particular. @POTUS says. #GLACIER"
340,638517953378562049,"Climate change is a trend that affects all trends, @POTUS says, including economic and security trends."
341,638518033783365632,Did you know #Sydney has 11 clear days on average in September?  Find out more @  #spring
342,638518110006419456,RT @oliverdarcy: New @HillaryClinton emails released:
343,638518114213191680,Started watching Narcos on Netflix over the weekend when time permitted and I can't recommend it enough. Extremely well done.
344,638518082403594244,Mostly Sunny &amp; Much Colder Tuesday
345,638518145620267009,"AccuTrack Radar on the hour. It's August 31, 2015 at 09:06PM"
346,638518006327418880,"RT @Nat_Herz: Obama: ""the point is that climate change is no longer some far-off problem. it is happening here. it is happening now."" #Obam…"
347,638518145490128896,"RT @FDNMPolitics: #PotusAK is now on stage. Talking about communities impacted by climate change. ""It's not some far-off problem."" #PotusAK…"
348,638518153517989888,Watch: Things boil over between Sri Lanka and India thanks to Dhammika Prasad and Ishant Sharma    #SLvIND #cricket
349,638518240285622272,Hey! It's the finance minister!
350,638518296162074624,It's September! #Autumn is finally here!
351,638518334980517888,"Neighbors in Manchester's north end urged to be vigilant, and 'to be there for each other' in wake of murder"
352,638518168118427648,"RT @AlexShawESPN: Mata should ask De Gea to write a guest post on next Monday's ""One Hour Behind"" blog."
353,638518289078059008,"Courser releases long, rambling response to HBO report. Dumps all over former staffers"
354,638518458192404480,"Climate change is no longer some far-off problem - it’s happening here, it’s happening now, says @POTUS. Oil drilling is not the solution."
355,638518395093147648,3-hour PSI at 9am is 59.  #sghaze
356,638518506644860928,RT @STForeignDesk: Satellite images confirm destruction of famed Temple of Bel in Syria's Palmyra
357,638519212491804672,September is National Preparedness Month. 2015 National Preparedness Month Theme: Don't Wait. Communicate. Make Your Emergency Plan Today.
358,638519121861210112,RT @stefdeal: .@BBCEarth and @PBS are both fantastic. #BigBlueLive is stupendous!
359,638519163745660928,RT @ColinCowherd: Here you go @FOXSports1
360,638519159609933824,Inflation drops on lower food prices
361,638519143348604928,Showcase your business in style! Give your #WordPress site a new look with Retro design
362,638519125011243009,"RT @WhiteHouse: ""Climate change is no longer some far-off problem. It is happening here and now."" —@POTUS in Alaska #ActOnClimate"
363,638519303646654464,RT @TeamMarcoNV: Still 45 minutes before the kick off to the Reno Rally for @marcorubio . A great crowd already!
364,638519301939400705,RT @mhanham: Full house waiting for @PotterCNS @ArmsControlWonk @avnercohen123 to speak about #IranDeal
365,638519255198101505,Behind the scenes with Ricardo &amp; @jkfilms #JukinVideo #JustKiddingFilms #JustKiddingNews
366,638519393463332864,MT @DeptOfDefense: Have a question for #SecDef during his Worldwide Troop Talk Sept 1? Ask using #AskSecDef. #WWTT
367,638519352418025477,"Anthony Anderson was #Baltimore's Freddie Gray in 2012, but a lot of people weren't paying attention like that back then"
368,638519367844544512,.@RepSamFarr opening the discussion on #IranDeal at @MIIS
369,638519288836415488,Throw them in the lunchbox without guilt! 18 healthiest packaged snacks —&gt;  #backtoschool
370,638519794661216256,"Well ""Bixby,"" let's see what you and #TheOrdinarySpaceman can do!"
371,638519404053991424,RT @FoxNews: .@ChrisStirewalt: Keep your eye on @ScottWalker &amp; @marcorubio to show up in the polls later on. #KellyFile
372,638519870871605249,Check out my new TV ad! Common Core is part of Washington’s dangerous plan to take over how we educate our kids.
373,638519698490060800,RT @thedailybeast: EXCLUSIVE: Ex-CIA director David Petraeus wants to use al Qaeda fighters to beat ISIS
374,638519794828873728,RT @SavvyMomNYC: 3 Reasons You Should be excited for @DisneyInfinity 3.0 #DisneyInfinity @JohnVignocchi
375,638519943554859009,8:11pm CDT #SPC Day1 Outlook
376,638519900575780864,Satellite Images Show Temple of Bel Destruction
377,638520030146265088,Boss lady Serena Williams has zero time for body-shamers
378,638520159863336961,Taylor Swift's Brother Austin Just Proved He's Hot and Humble at MTV VMAs After-Party--Get the Details!
379,638520380827697152,. @EdAustin_TX President Ken Zarifis speaking to the board in support of the proposed budget
380,638520218407432192,Tick tick @TenNewsPerth @TimGossage
381,638520368077111296,The News Chick Daily is out!  Stories via @nytimesworld @Deggans @monitalan
382,638520394098561024,WATCH: @Global_Smith with how Calgary is jumping on the @BlueJays bandwagon
383,638520409432850432,#BieberIsBack // new video here:  #WhatDoYouMean
384,638520411760627712,Fire crews deal with oil spill near the Port
385,638520408400990208,"China August official PMI falls to 49.7, in line with estimates. Next is Caixin/Markit PMI »"
386,638520451677839360,"TRAFFIC UPDATE: As of 9:15 AM, along Kalayaan Ave. from Lawton Ave. to Sgt. Fabian Yabut (MH), Opposite Direction (M). #MakatiTraffic"
387,638520471298838528,RT @DrJimFox26: You can learn a lot about the weather forecast just by watching planes land. For Houston's forecast it means rain...
388,638520448947515397,"RT @Tom_Winter: Don Orsillo, ""killing them with class"", the events surrounding his impending departure reported by @Dan_Shaughnessy"
389,638520474075549696,FULL STORY: De Lima: I’m not resigning; no deal with #IglesiaNiCristo
390,638520592250105856,A new global campaign for @UBS by @PublicisWW features photos by @annieleibovitz:
391,638520857145421825,Must read from Texas
392,638520679718105088,"hey bobby o I'm about to be in both your cities in September, are you gonna be around? @ClevelandBob"
393,638520759736926208,Liam’s #SorryNotSorry for his Miss Piggy pic: Aussie heart-throb Liam Hemsworth has set tongues wagging with h...
394,638520677708996613,RT @JackAcostaKENS5: Texas sunset as I drive home to San Antonio.
395,638520795346571265,Sudanese president’s plane landed in Lahore for re-fueling
396,"6,38521E+17",RT @attackerman: Holy shit MT @NoahShachtman: EXCLUSIVE: Petraeus pushing to recruit al Qaeda fighters vs ISIS
397,638520774500950016,"Pulling for @CarlyFiorina to get into top-tier Republican debates, purely for the t-shirt possibilities."
398,638521532671614976,RT @TomNews3LV: Darn it! Just missed my ride.@News3LV
399,638521523209412611,"Just in case you're out of reading material for the night: 7,000 new pages of Hillary emails"
400,638521486156894208,Video Vault: A look back as the Cleveland @rock_hall turns 20 years old.
401,638521529119178752,"RT @davelevinthal: In latest email release, @HillaryClinton cheered 2010 launch of @American_Bridge, which in part uses hard-to-track $$ ht…"
402,638521563067887616,"RT @HannaIngber: Amazing story of Syrian refugees &amp; kids hiding from helicopters &amp; police, crouching in bushes &amp; sneaking into Hungary"
403,638521772590112768,6:20 PM Strong storms over the city. Moving slowly NE. Winds to 50 mph and small hail poss. #azwx
404,638521684744646656,"Hot and dry (but still humid!) pattern continues this week. 93 Tuesday, 94 on Wednesday. Some t'storms bring little relief @fox5newsdc"
405,638521760745431040,RT @thekatiestevens: Karma’s got a new attitude. Check out sneak peek from tonight’s new #FakingIt #MondaysOnMTV starting at 9/8c!
406,638521866940981248,@ItsClarissssaa Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
407,638521809424543744,Who Said It: Ron Burgundy Or Donald Trump?
408,638521897085485056,@andrearichter1 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
409,638521886175948800,Obama: Those who want to ignore the science are alone. They’re on their own shrinking island. Weak Applause
410,638521964441812993,@LukeMann6 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
411,638521935861694464,Refugee crisis tests Europe's core ideals: Merkel
412,638521930639876096,@anangelaway Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
413,638521869776388096,@JenniferTweep Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
414,638521865795936257,@Jaimededevangel Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
415,638521872754327554,@JannaPaulineCC Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
416,638521965414875136,Rep. Joseph Kennedy III endorses Iran nuclear deal
417,638521869621194752,@JonathoDMR Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
418,638521913942261760,RT @NoahShachtman: EXCLUSIVE: Petraeus pushing to recruit al Qaeda fighters to beat ISIS.
419,638521880635437056,@nothingbutnazea Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
420,638521947614261248,@kyleerose__ Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
421,638521872691396608,@JoshiCharul Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
422,638521980929576960,@morgenstans Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
423,638521863136780288,@Katarina_2310 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
424,638521864063684608,@JessicaZambelli Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
425,638521881486868480,"The @HillaryClinton email ""scandal"" in one screenshot. thx to @dmartosko cc @peterdaou"
426,638521876516589568,College football will be here Sooner rather than later.
427,638521914101768192,@Joselopezs03 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
428,638522478411694080,"RT @WilliamFriedkin: To be clear, film for film, Wes CravenWas the best horror director. Ever.And he did it with a sense of humor."
429,638522065507721216,@Sthansio Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
430,638521997882957824,@Jessss_Thompson Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
431,638522014815420416,@JediBlondie23 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
432,638522048357212160,@onIyhs Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
433,638522115466117120,@sxtylesx Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
434,638522081685209088,@noornev Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
435,638522031408066561,@villou Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
436,638522493536354304,Peter Dutton says Fairfax 'trying to bring the government down'
437,638522098726633472,@elliemayx Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
438,638522520853872641,#ILWX #INWX #AGWX Our last free 7 day forecast ever...it was a good run Indy! We go 100% private with our...
439,638522667138699264,Any so-called leader who doesn't take this issue seriously or treats it like a joke is not fit to lead. @BarackObama on climate change
440,638522705315278848,How Europe's migrant crisis threatens to undermine a founding principle of the EU
441,638522586524176384,"625PM Watching outflows moving toward the Valley. Winds 30+mph, blowing dust &amp; isolated storms possible #12news #azwx"
442,638522593180446720,9NEWS launching new app Sept. 1  #9NEWS
443,638522671228043264,PM #NarendraModi to address a rally at Bhagalpur in #Bihar today.
444,638522681068007424,Use #FallForecast if you have questions for our meteorologists and we'll try to answer them live!
445,638522909263269890,Former Secret Service agent pleads guilty to stealing bitcoin in Silk Road drug site probe
446,638522929513398272,Bookmark our 2015 Tour of Alberta race page and you won't miss a thing from the Canadian stage race
447,638522875696164865,RT @PSUdotcom: Metal Gear Solid V: The Phantom Pain Collector's Edition back in-stock on Amazon
448,638522894264483840,Here’s Your Chance To Vote For New Zealand’s New Flag  via @Rob_Stott
449,638522833736441856,"Wait, what? How?"
450,638522845723684864,"Love it!!Sorry, I came to the party empty handed today."
451,638522926774358016,RT @iPura: September is #FoodSafetyMonth ~ take a moment to know the facts! #publichealth
452,638523085151301632,"#Hougang WP MP Png Eng Huat boards bus towards his nomination centre, Poi Ching School #GE2015 #NomDay"
453,638522953756491776,Does My Faith In Islam Affect My Relationship With My Transgender Child?
454,638522987067510784,Home Minister @BJPRajnathSingh reviews status of establishment of Central Armed Police Forces Institute of Medical Sciences in New Delhi.
455,638523005468065792,It's Grand Slam. Period.
456,638523013445623808,RT @DNAinfo: The Bronx still isn’t giving up on its papal visit hopes.
457,638523137534074880,@bbclaurak on her first blog as Political Editor at an 'amazing moment' in British politics
458,638523538429743104,Ton of marijuana found after van breaks down on N. Desert Blvd in West El Paso.
459,638523764242796548,RT @MarcACaputo: update: @AlanGrayson staff says he's still undecided on Iran-nuke deal
460,638523651604783104,ICYMI: Dayton Public Schools puts chronic absenteeism on its radar
461,638523506850971648,"Those who want to ignore the science of climate change ""are on their own shrinking island."" —@POTUS in Anchorage, AK"
462,638523522390687744,"Sid Blumenthal shares with Hillary @tabletmag article of BB saying in 2001 that Bill was ""radically pro-Palestinian"""
463,638523950033731584,The next Apple TV will cost more than double the price of the current one:
464,638523945541472256,"RT @zerohedge: CHINA SHANGHAI COMPOSITE SET TO OPEN DOWN 1.5% TO 3,157.83. Some poor journalist somewhere is crashing Chinese stocks again"
465,638523908497477633,"RT @inside: #Apple is reportedly looking into developing its own original entertainment content, by @awallenstein |"
466,638524089754353664,"RT @GlobeKPD: Don Orsillo's trademark, imo, is his ease of manner and humor. His legacy: the dignity he has shown in recent days."
467,638523976029896704,Trfc Collision-Unkn Inj @ Alderpoint Rd / Sr36
468,638524042908200960,"RT @WHAS11Doug: Will the Rowan County,KY clerk go to jail tomorrow or issue her first same-sex marriage license?Another ruling this evening…"
469,638524071521730560,Bangkok's currently Light Rain and 28°C outside. #THN24WEATHER
470,638523914864435200,"WEATHER: After our coldest winter since 1989, #spring has sprung in Melbourne with blue skies &amp; a top of 16°C. #9News"
471,638523925840924673,Defending champion Serena Williams marches into US Open second round
472,638524191583678464,Miley Cyrus’s censor-baiting antics can’t save VMA’s ratings
473,638524208490741761,Check out @tocsg’s live Twitter feeds across the nine nomination centres  #GE2015
474,638524173325860864,‘One of the Good ‘Ole Fashioned Guys’: Former Gov. Marvin Mandel Remembered @JohnRydell1 has the story:  #LiveOnFOX45
475,638524182574206976,Our Fall Forecast Google Hangout starts NOW:  experts are taking your questions!
476,638524209837277184,RT @SabrinaSiddiqui: How does this square with the AUMF the admin is using against ISIS by classifying it as al Qaeda offshoot?
477,638524277738881025,A mix of sun &amp; clouds tomorrow with a high near 88 and isolated showers:  #cltnews #cltweather
478,638524265717886976,Rain Abbotsford east. Sunny breaks to W. of Vancouver. Evening iso showers but not steady. @CTVVancouver
479,638524321346945024,#SGXNifty Watch: SGX Nifty down 0.8% at 7930
480,638524437025808385,De Lima: I’m not resigning; no deal with Iglesia ni Cristo  via @gmanews
481,638524323666501632,See rain totals from various parts of Columbia County reported from Sunday's monsoon.
482,638524350849785856,"#OPEC concerned by drop in oil prices, ready to talk to other producers"
483,638524290325946368,"Confidential email to @HillaryClinton from ""Sid,"" containing 2010 midterm election takeaways"
484,638524397167316992,"Clinton's Call Sheet for NYC Mayor Michael Bloomberg, entirely redacted."
485,638524318641614848,RT @ctv_michaelkuss: Rain Abbotsford east. Sunny breaks to W. of Vancouver. Evening iso showers but not steady. @CTVVancouver
486,638524375327731716,.@DanaPerino on Black Lives Matter movement: “They're hurting the very communities that they say they want to help.”
487,638524486220935168,I-24 E in Davidson Co Crash Multiple Vehicles at MM 54  at 7:32 PM 8/31 est clear by 9:00 PM 8/31 (CT
488,638524452246913025,RT @Joseph_Morong: De Lima: i'm not resigning; no deal with INC @gmanews
489,638524449315254272,"RT @9NewsMelb: WEATHER: After our coldest winter since 1989, #spring has sprung in Melbourne with blue skies &amp; a top of 16°C. #9News"
490,638525203857825792,"South Korea’s exports tumble in August by the most since 2009, as weaker demand hits Asia’s fourth-largest economy"
491,638525159876468736,WATCH: @jessebeyerWX has your long-range weather forecast  #yeg #yegwx
492,638525087843504128,Story: Police said a body was found in an upstairs bedroom after a fire at a Scarborough home
493,638525418316824576,".@POTUS:#ClimateChange is a trend that affects all trends - economic trends, security trends &amp; more each year"
494,638525455218405376,Upsets galore on day 1 of #USOpen2015
495,638525392505049088,"RT @TomBrowne7: Great fun this morning @gold1043 @BrigandLehmo , I'm off to lunch !"
496,638525370799665152,RT @JeffRanieri: 100s stay away #LaborDayWeekend. Who gets rain in the West this week to lower fire danger @nbcbayarea 6
497,638525389116178433,Everyone in my Twitter feed reading the Hillary emails so I don't have to Twitter is the best Twitter
498,638525331402567680,RT @united: @JoeMyGod Please let us look into this and we'll get back to you. Thank you.  ^EY
499,638525319675183104,"Png Tok wrote a new post, Australia–Papua New Guinea relations: could do better - The Interpreter: from PNG Group…"
500,638525369713225728,Asia Update: Straits Times 2925.54 +0.14%: Taiwan Index 8082.43 -1.13% #CNBCTV18Market
501,638525437753233408,Precious Metals: GOLD 1140.01 +0.52%: SILVER 14.66 +0.41% #CNBCTV18Market
502,638525445353242625,Be careful if you're driving in the Phoenix area this weekend
503,638526009134948352,The Economist explains why the Fed may be about to raise interest rates
504,638525516644024320,Saraki seeks closer economic ties with S/Arabia
505,638525529491152896,Be inspired by the 2015 Innovators Under 35 @ #EmTechMIT. Register today:
506,638525502722932736,Kick start your Halloween by running through the Boneyard!  Sign up on  for the race on Oct 31
507,638525984765902848,"RT @jacobkornbluh: Sid Blumenthal shares with Hillary @tabletmag article of BB saying in 2001 that Bill was ""radically pro-Palestinian"" htt…"
508,638526308662812674,RT @RobbyBaker12: #12Sports caught up with Brian McKnight on the red carpet of @LarryFitzgerald charity dinner .. Your thoughts @stacia_naq…
509,638526255160262656,"So, what's in store for Kim Davis now?  #SCOTUS"
510,638526229335965696,Beautiful sunset again tonight! #lubwx
511,638526528649756672,Oil skyrockets up to almost $50 a barrel: Oil prices have a long history of violent swings. But even by those ...
512,638526556407730177,Tucson Metro Alert: Special Weather Statement issued August 31 at 6:19PM MST until August 31 at 7:00PM M...  #azwx
513,638526353504137216,"Confirmed Shooting in the 3800 B/O 9th St., SE No lookout / 5760"
514,638526467446431744,(CNA|sg) GE2015: Independent pulls out of Potong Pasir
515,638526442037313536,"RT @arpanshr: Every year, it's mountains &amp; Kumari. That's all that Nepal is for the international newsrooms. And disasters."
516,638526443580866560,One Leslie County man died this morning in a logging accident in Clay County.
517,638526475587743744,"Sid had a ""eureka"" idea for @HillaryClinton week before 2010 midterms, which, of course, didn't go so well for Dems"
518,638526374488186880,Democrats like Hillary Clinton. Her problem is that they don't love her.
519,638526546093973504,@annabarssbailey Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
520,638526628998574080,Easy Halloween Treats for Your Classroom Parties!
521,638527096621391872,Precious Metals: GOLD 1138.85 +0.42%: SILVER 14.63 +0.21% #CNBCTV18Market
522,638526580688420864,More cops are a possibility after Clark County Commission takes a vote
523,638526632752386048,HSBC on Oil India: Maintains Buy; target price cut to Rs. 583 from Rs. 645.
524,638526564485869568,Satellite images confirm destruction of famed temple in Syria's Palmyra: UN
525,638527000215425024,@smokinglad Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
526,638526613144137728,"RT @voxdotcom: Will Smith's new movie ""Concussion"" terrifies the NFL. Here's the trailer."
527,638527015591759872,@reesescrush Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
528,638527091487567872,#APEC2015 Activity Center Multi-Sectoral Forum at #Cebu Capitol will start in a few @pnpdpcr
529,638526618592411649,Chipotle sued over #GMO-free menu claims  via @YahooNews
530,638526631833956352,@Scared_Angel Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
531,638527286388649987,"Bayelsa, APC trade words over sanitation day’s fracas -"
532,638527318487642112,"If the ""Rapid Refresh"" is right, tomorrow am could get pretty wet closer to the coast. Update at 11"
533,638527231401168896,Volatility Check: CBOE Volatility Index 28.43 +9.14% #CNBCTV18Market
534,638527240532271104,"Back in 2010, Clinton had some praise for @MartinOMalley's work as Maryland governor"
535,638527296157171712,"Watch: The @realDonaldTrump, up close and personal... Well, #MexicanDonaldTrump"
536,638527242738384897,RT @DanConifer: Peter Dutton #Fairfax jihad comment today. Tony Abbott on media freedom in opposition in 2013. #auspol @abc...
537,638527452491444224,RT @brendanclark: Steve Spurrier “Guys are picking up the energy a little bit. I’m sure North Carolina is also. It should be a heck of a ga…
538,638527323495616512,Mostly clear tonight with a warming trend for Tue and Wed as high temperatures reach into the low/mid 90s. #kswx
539,638527457193136129,Justin Bieber estrena el video de 'What Do You Mean?'
540,638527382450798592,"RT @EmilyLFoley: Ok, are you freaking kidding me? Not cool, @chrisbharrison. Co-hosts before hoes! #AfterParadise"
541,638527480475877376,RT @NeriZilber: Fwiw many in Israeli army-intel-media circles argue same thing as Petraeus re. Nusra.  @NoahShachtman…
542,638527414302150657,"#ge2015 asked about what has changed since 2011, #Singfirst David Foo said: ""Last time opposition was weak, but this time we are different."""
543,638527419209547776,RT @smh: Final four New Zealand flags revealed  | @michaelkoziol
544,638527491649503233,IT experts likely to read @hillaryclinton email for clues of any server commingling:
545,638527638680805376,RT @BuzzFeedNews: Sources: Democrats Blindsided By #BlackLivesMatter Statement Knocking Resolution
546,638527618422280192,‘Hell Yeah (prod. by Sonny Digital) #ScreamingDreams’ on #SoundCloud #np
547,638527581394898944,Oil prices drop more than 3 percent as investors take profits  #Finance
548,638527638194094080,"#PAP supporters, media gather at #KongHwaSch, gearing up for #GE2015"
549,638527619282149376,@fakedansavage Would it be worth holding a contest to come up with a new meaning for Kim Davis? Or should we let her sink into obscurity?
550,638527620783677440,RT @ABSCBNNewsLife: NASA photos spark discussions on 'alien life' in Mars
551,638527619244425217,#Chipotle being sued over alleged use of GMO.  Company declared in April its food is GMO-free.
552,638527659899666432,#BOOM! Jed Lowrie puts his opposite-field power on display:  #ReturnOfTheJedi
553,638528382221877248,"Inside a #Burma cab’s confines, an ex-soldier steps out of line#Myanmar #BurmaVotes2015"
554,638528201250238464,Happy first day of #Spring from an advancing @SamGrothTennis! Through to the 2R of the #USOpen. ☀ #GoAussies
555,638528197789937665,There is such a thing as being too late': Obama predicts stark climate future
556,638528211886862336,"New month begins tomorrow, same weather we saw through much of August. Hot and dry for just about everyone."
557,638527767546621952,RT @alnewscenter: ICYMI: The chance to be a hero:  @ChildrensAL @uabmedicine
558,638528212025237504,Asia Update: Straits Times 2921.96 +0.02%: Taiwan Index 8055.20 -1.46% #CNBCTV18Market
559,638528436001112064,China August Caxin manufacturing PMI at 47.3 vs est of 47.1.
560,638528400777416705,RT @carl_arredondo: The mean of 4.97 inches of rain that falls in September is slightly more than an inch below the 5.98 of August.
561,638528710807719936,"Government Agent Charged in Bitcoin Case pleads guilty, attempted Identity Change"
562,638528841787555840,FLOOD ADVISORY CANCELLATION - ISLAND OF MAUI
563,638528882304352258,RT @WaterWayRealty: I gave @Geoff_DeWeaver a +K @Klout on Entrepreneurship ○
564,638528818613997568,Fayose vows to shut four banks for ‘tax evasion’
565,638528850385891328,RT @AngelaPacienza: Started a list of Canadians attending #ONA15. Who am I missing?
566,638528971932495874,Twenty-something LI millennials have three stark living choices
567,638529118615633920,Not what you expect for September... Summer weather ahead for Tuesday!
568,638529213256085505,Atlanta (GA) Journal-Constitution - Atlanta: BREAKING: DeKalb County police officer shot
569,638529064119066624,.@marcorubio takes the stage at Peppermill. He got a standing O because everyone is already standing
570,638529131819331584,Retweeted APEC 2015 (@apec2015ph):Valenzuela: Terrorism disrupts the normal and peaceful way of living of our...
571,638529032305442816,RT @Overstweet: Proof at @TheTripleDoor that Seattle's the best place in the world. Last night: @overtherhine. Tonight: #StarWars.
572,638529181572165633,"In other news, I don't think they'll be doing a developer demo of this at anticipated Apple newser next week."
573,638529145182552068,WBRZ: New information released in jug tossing incidents
574,638529193995841536,"RT @jeneps: Back in 2010, Clinton had some praise for @MartinOMalley's work as Maryland governor"
575,638529104665530368,Retweeted APEC 2015 (@apec2015ph):LIVE STREAM: Opening of the 6th APEC Counter Terrorism Working Group (CTWG)...
576,638529368202022912,RT @PaulFox13: Sneaky good #sunset tonight just before rain moved in. Check it out at Indian Shores from Robert Fox. #Florida @VSPC
577,638529397906010112,#EntertainmentNow - Boy band One Direction helps sink SeaWorld's online reputation even further  #Fox26ForLife
578,638529394840104962,Great WeatherBrains on right now… topic is aviation weather…
579,638529568480079872,NWS: Orlando International Airport set a new record for rainfall today - 3.59 inches - thanks in part to remnants of #Erika. #FLErika
580,638529424611254278,RT @StateDept: .@POTUS: This once distant threat is in the present - the #Arctic is the leading edge of #climatechange
581,638529602134999040,#Cebu #APEC2015 #APECCebu Top Cebuano crafts ranging from furniture and home accessories to wearables like bags...
582,638529509541720064,#Aust #Weather A complex low pressure system will bring showers to the southeast over the next few days....
583,638529464499064833,"The end is nigh....Vendors to startups: We want your stock, not your cash  via @WSJ"
584,638529611127738368,Ha! Yes!
585,638529563232878592,De Lima: I’m not resigning; no deal with Iglesia ni Cristo
586,638529417048780800,Tonight's #WeatherWindow
587,638529754186907650,"Hey my loves, I wanna know your fav song on my new album #RightHereRightNow! Hashtag the song title &amp; tell me why! I'll RT!"
588,638529760260395008,New #RelationshipGoals is now on iTunes too!
